No,kategory,name,,,,,,,,,,
14,ごはん,KOKOPERI　心牧園ココペリ,kokoperi.jpg,さまざまな理由で社会になじめない人たちがここでなら元気に働くことができ、そんな人たちが作ったお野菜が当店の料理に使われています。驚きなのは、モーニングが何時でも食べられるところ。日替わりランチは500円です。日曜限定のうどん、そばランチもおすすめです。,営業時間：火曜日～土曜日8:30～14:00　日曜日8:00～14:00,定休日：月曜日,住所：岐阜県揖斐郡池田町段644-3,電話番号：0585-45-5585,駐車場：不明,,,
15,ごはん,ソンリーサ・ケーキ工房,sonnri-sa.jpg,空き家になった実家を改装したお店。ソンリーサはスペイン語で「笑顔」という意味。素材の味を生かした甘さ控えめのケーキを自慢のコーヒー、紅茶と一緒に召し上がりください＾＾,営業時間：11:00～17:00,定休日：日曜～火曜,住所：岐阜県揖斐郡池田町八幡1469-1,電話番号：0585-45-2396,駐車場：有（８台）,,,
16,ごはん,Cafe　もふもふ,mofumofu.jpg,母娘で営むあたたかいカフェです。お母さんが料理、娘さんがホール担当。人気のごはん、おかゆのモーニングセットは数量限定のためお早めにご来店ください＾＾,営業時間：7:00～17:00,定休日：月曜,住所：岐阜県揖斐郡池田町草深435-1,電話番号：0585-52-9408,駐車場：有　表2台、裏4台,,,
17,ごはん,棚橋牧場　THE　MILK　SHOP,milk.jpg,学校給食でおなじみ、創業100年の歴史を持つ棚橋牧場からおしゃれな店舗ができました。ネット販売やイベントの開催など新しいことに挑戦しているお店です。,営業時間：10:00～18:00,定休日：水曜・日曜・祝日,住所：岐阜県揖斐郡池田町池野470,電話番号：0585-45-2155,駐車場：有,特記事項：カード・電子マネー不可,,
18,ごはん,Blues　cafe,blues.jpg,バリアフリーのお店。予約すると刻食やミキサー食、おかゆにも対応可能です。ランチはご飯おかわりできますので、お子さんと分けて食べるママにもうれしいお店です。,営業時間：MORNING 8:00-11:00　LUNCH 11:30-14:00(LO13:45)　　夜カフェ 17：00-21：00ラーメン（金曜のみ）11:30-14:00・17:00-22:00,定休日：日曜・第3土曜日,住所：岐阜県揖斐郡池田町八幡2579-3,電話番号：0585-45-1950,駐車場：有,特記事項：カード不可,,
19,ごはん,そば　雲水,soba.jpg,昭和の空気漂う落ち着いた雰囲気のお店となっています。ゆったりとした時を過ごしたい大人におすすめです。細かくしっかりと噛み応えのある蕎麦は「蕎麦が大好き」という店主さんが毎日店内で手打ちしたこだわりの逸品です。,営業時間：金曜～月曜11:25～15:00,定休日：火曜日、水曜日、木曜日,住所：岐阜県揖斐郡池田町市橋1634,電話番号：090-3621-3389(予約推奨),駐車場：有（10台）,特記事項：カード不可,,
20,ごはん,カフェ　ブロックハウス,burokkuhausu.jpg,まるで森の洋館のような本格ログハウス。店内に入るとおしゃれなインテリア、コーヒーの良い香りに癒されます。「コーヒーってこんなに違うんだ」と思わず言ってしまうような・・・　本物にこだわるコーヒー専門店の自家焙煎コーヒーの香り、味わいの深さをぜひお楽しみください。,営業時間：10:00～18:00,定休日：火曜日,住所：岐阜県揖斐郡池田町六之井,電話番号：0585-45-2911,駐車場：有,,,
21,ごはん,粉もん屋　たこちゅう,takotyu.jpg,注文を受けてから作るのでいつでもできたてが食べることができます。だしの効いたふわトロの生地とソース、ピリ辛のマヨネーズのバランスが絶妙です！一度食べたらリピート間違いなしです＾＾,営業時間：10:00～17:00,定休日：水曜日、祝日の場合は翌日休業,住所：岐阜県揖斐郡池田町1953-1,電話番号：090-8422-0141,駐車場：有,,,
22,ごはん,小さなおはぎ屋,ohagi.jpg,小さくてかわいいおはぎのお店です。オードソックスなきなこ味や一風変わったみたらし、さくら味などもあります。すべて無添加手作りとなっています＾＾,営業時間：11:00～17:00,定休日：不定休,住所：岐阜県揖斐郡池田町片山1600,電話番号：0585-45-8964,駐車場：有,,,
23,ごはん,恵美飯店,emi.jpg,餃子、チャーハンがおすすめメニュー。飲み帰りの男性に人気のお店です。24時まで営業しているので、飲みなおしや締めに最適です。店名は元店主「恵美」さんから付けたんだそう＾＾,営業時間：11:30～14:00、17:30～24:00,定休日：月曜日,住所：岐阜県揖斐郡池田町池野524-1,電話番号：0585-45-2163,駐車場：不明,,,
24,ごはん,ダイニングカフェ　バード,ba-do.jpg,自慢のモーニングはボリューム満点です。トーストは8種類から選べるなどお客さんに喜んでもらえるようなお店の工夫が詰まっています。ランチ、ディナー、お酒も楽しめる懐の深いお店です。,営業時間：8:00～22:00,定休日：なし,住所：岐阜県揖斐郡池田町六之井1391-1,電話番号：0585-45-7601,駐車場：有（10台ほど）,特記事項：予約可能、カード不可,,
25,ごはん,お食事処湯気庵,yugean.jpg,地元の安心安全な食材を使用した、野菜たっぷりの健康志向のお料理が味わえます。おすすめは「松の膳」。品目が多く、ボリューム満点なうえ、抹茶とお菓子もついてきます。精進料理だけでなく、ウコンやクコの実、ひまわりの種などが入った薬膳カレーや、麺類、お酒のおつまみなど、メニューが充実しています。ゆったりとした時間の流れる素敵な場所で美味しい料理をお楽しみください。,営業時間：11:00～21:00,定休日：第2火曜日（祝日の場合は翌日休業）,住所：岐阜県揖斐郡池田町段721,電話番号：0585-45-3804,駐車場：有,,,
26,ごはん,しゃ楽,syaraku.jpg,三河一色産の美味しいうなぎを使用しているのがこだわりポイント。注文を受けてからうなぎを開いて焼いており、鮮度を大事にしています。表面はパリっと香ばしく、身はふっくらと柔らかくまさに絶品です！落ち着いた雰囲気の店内でこだわりのうなぎをご賞味ください。,営業時間：11:00～14:00、17:00～20:00,定休日：水曜日,住所：岐阜県揖斐郡池田町六之井1761-1,電話番号：0585-45-8856,駐車場：有,特記事項：予約可能,,
27,ごはん,肉まる,nikumaru.jpg,お肉専門店の肉まる。牛を一頭丸買いしているため、内臓から希少部位まで何でもそろっています。いろいろな種類のお肉が並ぶ店内には、コロッケなどのお惣菜もあります。夜ご飯に迷った時はぜひ肉まるへお越しください＾＾,営業時間：10:00～18:00,定休日：火曜日、水曜日,住所：岐阜県揖斐郡池田町八幡2498,電話番号：0585-45-3135,,,,
28,ごはん,一休さん,ikkyuu.jpg,「おいしさと安さの限界に挑んでいる」と言う店主さんが、こだわりの美味しいネタを仕入れています。充実したメニューの中でも特におすすめなのは生サーモンです！ノルウェー産のオーロラサーモンを生で空輪しているそうです。一度食べたらリピート間違いなしです＾＾,営業時間：11:30～14:30、17:00～21:00,定休日：年間無休（大晦日・元旦のみ休業）,住所：岐阜県揖斐郡池田町六之井1550-3,電話番号：0585-45-1930,駐車場：有（25台）,,,
29,ごはん,たる萬,taruman.jpg,厳選した和牛を仕入れている「たる萬」。質の良いお肉をお値打ちにいただくことができます。お肉だけでなく、タレにもこだわりがあります。他店では味わえない濃厚なタレはお肉との相性バッチリです。,営業時間：17:00～22:00,定休日：火曜日,住所：岐阜県揖斐郡池田町八幡2525-1,電話番号：0585-45-9260,,,,
30,温泉,池田温泉,ikeda.jpg,温泉には種類があり、お湯１リットルの中に含まれる成分のうち１グラムを超える成分があると、温泉にはその成分の名前が付きます。池田温泉にはどの成分も１グラム含まれていない「単純温泉」があります。単純温泉には、体へ作用していく効能が穏やかで負担が少ないという魅力があります。つまり、池田温泉は幼い子供からご年配の方まで幅広い年齢層の方がゆっくりつかることができる温泉です。また、肌をつるすべにする成分が0.958グラム含まれているため、お肌がつるすべになること間違いなしです!!,営業時間　10：00-22：00(受付21：30まで),休館 本館:月曜(祝日の場合は翌日)　　　   　新館:水曜（↑と同じ）,住所 本館:池田町片山３０２１-１　　　　　　　新館:池田町片山１９７０－１,電話番号　本館　0585-45-1126　　　　　　　　新館　0585-45-0261,,,,
31,温泉,湯華の郷,yuge.jpg,湯華の郷の自慢は、濃尾平野を一望できる展望露天風呂があることです!昼は温泉につかりながら四季を感じたり北アルプスを眺めたり、夜は美しい夜景を眺めながらつかることができ、最高の時間を過ごすことができます。さらに、精進料理を頂くこともできます。なかなか食べる機会のない精進料理、ぜひ食べてみて下さい!!,営業時間　温泉　10：00-22：00（受付21：30まで）　お食事　11：00-21：00（ラストオーダー20：00）,定休日　第二火曜日（祝日の場合は翌日）,住所　池田町段721,電話番号　2585-45-3804,,,,
32,パラグライダー,株式会社　エアロクルーズ,para.jpg,池田町にある池田山では、スカイスポーツが出来る山として有名でパラグライダーやパラグライダーの大会が開かれています。初めての方でも全く心配いりません。誰でも人生に一度は「「空を飛んでみたい!!」」と考えたことがあるのではないでしょうか？それを叶えてくれるのが池田山です!!ぜひ「空のお散歩」を体験してみてください＾＾,二人乗りフライト（一日一組）　18.000円（税別）+保険料500円,予約制　8時集合～11時前後終了　（気象状況により変わります）,,,,,,
33,体験,ラベンダーファーム　あまおか,rabenda-.jpg,ここでは開花時期の5月終わり～6月の初め頃からラベンダー摘みができます。ラベンダーを摘むだけでなく、手びねりの石鹸などを作る体験もできます。こだわりのラベンダージェラートや、香りのグッズなどが販売されており、ラベンダーの香りで身体が癒されること間違いなしです＾＾,営業時間　9：00-17：00（ラベンダー開花の時期）,所在地　池田町藤代1002-5,電話　0585-45-9816,,,,,
34,体験,Berry’s  farm池田,buru-beri-.jpg,濃尾平野を一望できる農園で、たくさんの種類のブルーベリーを楽しむことができます。みずみずしくてとっても甘いブルーベリー、無限に食べることができそうです＾＾種類がたくさんあるので食べ比べをして、自分好みのブルーベリーを探してみてはいかがですか？,営業時間　9：00-17：00（7月上旬-9月上旬）（予約制）,所在地　池田町般若畑白山（ふれあい街道沿い農園）,電話　090-7671-0118,,,,,
35,ＢＢＱ,大津谷公園キャンプ場,bbq.jpg,春はお花見、夏は川遊び、秋は紅葉狩り、冬は雪景色と、身体で日本の四季を感じることができる大津谷公園の中にあるキャンプ場。キャンプ場内にはバーベキューガーデンという既に屋根と炉のある施設があり、無料で網や鉄板の貸し出しもしているので、雨の日などでも身軽に楽しむことができます!!非日常を家族や友人、恋人と過ごすのはいかかですか？,所在地　池田町宮地・※バーベキューガーデンを利用する場合、要予約制なのでご注意ください。,予約申し込み先　0585-45-3111（池田町役場）,利用時間　第一部　10：00-14：00まで・第二部　16：00-20：00まで,,,,,
36,歴史,高尾山善南寺,takao.jpg,子宮、安産、子育てのお寺。本尊である十一面子安観世御菩薩さまは、池田町の有形文化財に指定されており、毎年8月18日に御開帳されます。よく見るとおなかに扉があり、扉を開けると中には秘仏があります。所在地　池田町片山2663-5,,,,,,,,
37,歴史,ゲンザイ宮,genzai.jpg,安産祈願の神社。高橋源左衛門という徳の高い人が「自ら死んだら雷になってお産を助ける。その証拠に葬式の際には雷を轟かす」と言って亡くなりました。その通り雷鳴が轟いたので神社を建て祀られました。急に現れる森が目印で、とても神秘的な神社です。所在地　池田町小牛739,,,,,,,,
38,歴史,乳くれ地蔵,titikure.jpg,江戸時代、とても心優しい「おみねさん」という方が行き倒れた谷汲巡礼に、自らのお乳を与えようとしたことで伝わる六地蔵さん。お乳の出がよくなるご利益があると言われています。所在地　池田町八幡1333-1,,,,,,,,
39,歴史,池野天満神社,ikeno.jpg,学問の神社。池野天満神社の祭神はかの有名な学問の神様、菅原道真です。そのため、効き目はお墨付きです＾＾勉強はなりたい自分になるための一番の近道!!学生さんには是非訪れて頂きたい神社です。所在地　池田町池野497,,,,,,,,
40,歴史,厄除け地蔵,yakuyoke.jpg,昭和39年、当時交通事故が相次ぎ、多くの若者が亡くなったことから、厄災を取り除くために地域の協力で建てられました。安全第一、大切な家族の平穏をお祈りしましょう。所在地　池田町片山1146-4東,,,,,,,,
41,歴史,温知護国霊園,onti.jpg,この霊園には旧池田村と本郷村の戦死者がまつられています。中央の阿弥陀堂は、温知国民学校にあった奉安殿（戦争中、天皇のご真影や教育勅語を保管した施設）を移築したものです。戦後、奉安殿は天皇崇拝の道具だとして、ほとんどが破壊されてしまい、町内で唯一残ったものです,,,,,,,,
42,歴史,本郷城跡,hongoujou.jpg,池田の豪族、国枝氏のお城。秀吉時代には天守があったようで、小城ながらかなりの格式があります。所在地　池田町本郷字北瀬古,,,,,,,,
43,歴史,安国寺,ankokuji.jpg,室町時代、足利尊氏が各国にひとつだけ建てさせた安国寺。美濃の国では池田町小寺の地が選ばれ建てられました。所在地　池田町小寺304-1,,,,,,,,
44,歴史,願成寺西墳之越古墳群,ganseiji.jpg,1400年-1300年前に造られた古墳。古墳密集地として有名な池田町だが、中でもここには100基以上の古墳があります。実際に中を見学することもできるので、ぜひ足を運んでみてください＾＾所在地　池田町西墳之越,,,,,,,,
45,歴史,宮地熊神社,miyati.jpg,宮地熊神社で注目してほしいのは梵鐘!!ちょっと変わった形をしています。下の縁が波打っていて、龍が飛んでいます。中国明代に作られたもので、どんな音がするのか、実際にあなたの耳で確認してみてください＾＾ 所在地　池田町宮地865-1-1,,,,,,,,
46,土産,瑞草園,mizukusa.jpg,池田町の特産品「美濃いび茶」が買うことができ、地元でも愛されているお茶屋さんです。美濃いび茶は、室町時代から続く歴史ある茶園から生まれたお茶です。日本人として一度は飲んでおきたいお茶ですね＾＾所在地　池田町片山1952-1 電話　0585-45-2068,,,,,,,,
47,土産,たまご愛ランド,tamago.jpg,純国産鶏から生まれた卵を販売しています。遺伝子組み換えされていない作物や、なんとお米も餌として使用しているのでおいしさには自信があります!!卵自販機もあり、２４時間ご利用いただけます。またＪＡや道の駅でも販売しています。 所在地　池田町白鳥578電話　　0585-45-3194,,,,,,,,
48,土産,カマサ,kamasa.jpg,地元の小中学生御用達の文房具屋さん。学生の方はもちろん、大人も学生の頃に戻ったような感覚で来店してみるのはいかがでしょうか？きっと当時おもしろかったこと、泣いたこと、友達、喧嘩、たくさんの思い出を思い出すことができると思います。 所在地　池田町本郷1287-2 電話　0585-45-2067,,,,,,,,
49,美容,HOKKORI,hokkori.jpg,民家にひっそりたたずむ隠れ家的な美容院。お子様連れでも一緒にくつろげる空間を提供いたします。美髪メニューに加えて、アイラッシュもお楽しみいただけます。,営業時間　9：15-19：30,定休日　毎週月曜・第一、第三日曜,所在地　池田町池野239-5,電話　0585-45-3687,料金　詳しくはＨＰへ,,,
50,美容,ALL ROUND,allround.jpg,ALL ROUNDは、美容院なのに小顔エステもできてしまいます!!髪の毛がつるっつるになるヘアトリートメントもおすすめです。おしゃれで可愛い雑貨がたくさんある店内、女性にとって嬉しいことばかりです＾＾,営業時間　9：15-19：30,定休日　毎週月曜・第一、第三日曜,所在地　池田町池野239-5,電話　0585-45-3687,料金　大人カット 4800円　高校生カット 3700円　中学生以下 3000円　カラー 5000円?　パーマ（カット込）9500円?　まゆ剃り 200円　炭酸シャンプー 200円　簡単美髪チャージ 3000円 ,,,
51,美容,Hair SUN＆MOON,sunmoon.jpg,アットホームで落ち着けるステキな美容院。明るく開放感のある空間、木のぬくもりが感じられる店内でゆっくり過ごせます。キッズスペースもあるのでお子様連れでも安心です＾＾,営業時間　9：00-20：00（予約制）,定休日　毎週月曜（不定休あり）,所在地　池田町青柳5-1,電話　0585-77-5859,料金　詳しくはＨＰへ,,,
52,美容,IRODORI,irodori.jpg,おしゃれな店内の美容院。可愛いアクセサリーも販売しております。髪の毛を寄付するヘアドネーション賛同店です。あなたの寄付した髪の毛で、誰かを笑顔にさせることができます。併設してレンタルルームがあるので、ステキなパーティーを大切な人と楽しむことが出来ます。,営業時間　9：00-18：00,定休日　毎週日曜,所在地　池田町田畑522-2,電話　0585-52-9332,料金　詳しくはＨＰへ,,,
53,美容,PROUD,proud.jpg,20周年を迎え、2018年にリニューアルオープンした美容院。店内はバリアフリーなので、車いすの方でも安心してお越しいただけます。デジタルパーマで、髪質の相談もじっくりできます。,営業時間　9：00-（時間外は要予約）,定休日　毎週月曜・第一、第三火曜,所在地　池田町本郷571-18,電話　0585-45-0578,料金　上記の電話番号にお問い合わせください,,,
54,美容,BELLE EPOQUE For Hair,belle.jpg,地元で幅広い年代から愛されている美容院。店主がお客様の髪質に合わせてトリートメントを変えてくれるため、より良い仕上がりが期待できます。眉そり、毛そりなども対応可能です!!,営業時間　9：00-19：00,定休日　第一月曜・火曜、第三日曜・月曜,所在地　池田町田畑51-1,電話　0585-45-9939,料金　上記の電話番号にお問い合わせください,,,
55,高校,あ,koukou1.jpg,池田高校では、一般クラスと習熟クラスに分かれ、個々のレベルに合ったきめ細かい指導をしています。ボランティア活動も多く、地域に貢献しています。,,,,,,,,
56,高校,い,koukou2.jpg,校訓「向学・友愛・練磨」の下、明るく規律ある学校生活を通して、「知・徳・体」の調和のとれた人間性豊かな、心身ともに健全な人間形成を期するとともに、持続可能な社会の発展に寄与できる人間の育成に努めています。,,,,,,,,
57,高校,う,koukou3.jpg,絶滅危惧種である「ハリヨ」という貴重な魚を守るため、環境調査や清掃活動、水質調査などの活動を行っており、身近に生き物の大切さを学んでいます。,,,,,,,,
58,高校,え,koukou4.jpg,文化祭、体育祭、球技大会ではクラス、チーム一丸となって本気で臨んでいるため、毎年とても盛り上がっています!!,,,,,,,,
59,人,野口　美穂さん,noguti.jpg,英語、フランス語を操るバイリンガルフリーアナウンサーとして世界で活躍する野口さんは、「Google map」の声の人なのです!!「右へ曲がります」などの音声は池田町の自宅で録音したそうです＾＾,,,,,,,,
60,人,堀島　行真さん,horisima.jpg,池田町初のオリンピック選手で、ピョンチャン五輪モーグル競技日本代表です!!2017年春の世界選手権で日本男子初2冠を達成したフリースタイルスキーモーグル界のスター、堀島選手。勢いそのままに2018年2月には見事ピョンチャン五輪への出場を果たしました。,,,,,,,,
61,人,平本　梨々菜さん,hiramoto.jpg,5歳からバドミントンを始め、日本バドミントン小学校連盟U-13日本代表に選ばれた経験があります。主な成績：全国小学生バドミントン選手権第3位,,,,,,,,
62,人,竹中　陽菜子さん,takenaka.jpg,5歳からピアノを始めた陽菜子さん。辛い練習も諦めず取り組めたから大会で賞がもらえることができた」と話してくれました。主な成績：ショパン国際ピアノコンクール in ASIA 全国大会奨励賞　アジア大会入賞、ビティナピアノコンペティション全国大会入賞,,,,,,,,
63,人,増田　夕華さん,masuda.jpg,ガールズ競輪の加藤加奈子選手に憧れ、競輪を始めたそうです。主な成績：ジュニアオリンピックカップ2kmタイムトライアル優勝、インターハイ 競輪 第2位,,,,,,,,
64,人,馬場　俊輔さん,baba.jpg,フェンシング期待の新星!!高校生でありながら、すでにワールドカップ出場経験を持つ世界レベルの選手です。主な成績：全国小学生大会優勝、東日本中学生大会優勝,,,,,,,,
